"Nom de l'annonce","Produit","Créateur","Type de contenu","Angle marketing","Hook","Audience","Mois","Nom Ad Set","Nom Campagne","Statut","Date de lancement","Personnes touchées","Impressions","Fréquence","Clics","Conversions (achats)","Budget dépensé (€)","Revenu estimé (€)","ROAS","CPM (€)","Coût par clic (€)","Taux de clic (%)","Coût par conversion (€)","Taux de conversion (%)","Hook rate (%)","Panier moyen (€)","Lien aperçu","ID Ad Set","ID Annonce"
"AG1 Powder - UGC - Pourquoi j'ai changé d'avis su... - 991","AG1 Powder","Jake_Strong","UGC","Bien-être général","Pourquoi j'ai changé d'avis sur les compléments","LAL Purchasers","Octobre 2025","LAL Purchasers - AG1 Powder","Campagne AG1 Powder Octobre 2025","Arrêtée","2025-10-17","238478","353702","1.48","4252","418","1300.26","48122.29","37.01","3.68","0.31","1.2","3.11","9.83","55.61","115.13","https://www.facebook.com/ads/library/?id=ad_129151","as_756157","ad_129151"
"Abonnement - UGC - Mon secret énergie révélé... - 992","Abonnement","Chris_Endurance","UGC","Performance sportive","Mon secret énergie révélé","35-44 ans Santé","Septembre 2025","35-44 ans Santé - Abonnement","Campagne Abonnement Septembre 2025","Arrêtée","2025-09-13","184182","295482","1.6","12876","1605","1092.71","171997.50","157.4","3.7","0.08","4.36","0.68","12.47","29.3","107.16","https://www.facebook.com/ads/library/?id=ad_577160","as_379709","ad_577160"
"Abonnement - Image statique - Pourquoi j'ai changé d'avis su... - 993","Abonnement","Lily_Nutrition","Image statique","Concentration mentale","Pourquoi j'ai changé d'avis sur les compléments","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Abonnement","Campagne Abonnement Juillet 2025","Archivée","2025-07-10","360979","401719","1.11","18273","1053","3111.77","82613.39","26.55","7.75","0.17","4.55","2.96","5.76","25.35","78.46","https://www.facebook.com/ads/library/?id=ad_345505","as_345044","ad_345505"
"Bundle Complet - Podcast - Mon secret énergie révélé... - 994","Bundle Complet","Max_Performance","Podcast","Bien-être général","Mon secret énergie révélé","18-24 ans Étudiants","Juillet 2025","18-24 ans Étudiants - Bundle Complet","Campagne Bundle Complet Juillet 2025","En pause","2025-07-04","156086","224223","1.44","3332","128","2950.12","14043.57","4.76","13.16","0.89","1.49","23.05","3.84","46.75","109.72","https://www.facebook.com/ads/library/?id=ad_546735","as_541152","ad_546735"
"Abonnement - UGC - Pourquoi j'ai changé d'avis su... - 995","Abonnement","Jake_Strong","UGC","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","Intérêt Nutrition","Septembre 2025","Intérêt Nutrition - Abonnement","Campagne Abonnement Septembre 2025","En pause","2025-09-20","98996","114623","1.16","2283","60","4266.57","6693.32","1.57","37.22","1.87","1.99","71.11","2.63","28.51","111.56","https://www.facebook.com/ads/library/?id=ad_405099","as_941965","ad_405099"
"Abonnement - Podcast - Ce que je prends chaque matin... - 996","Abonnement","Lily_Nutrition","Podcast","Bien-être général","Ce que je prends chaque matin","18-24 ans Étudiants","Juillet 2025","18-24 ans Étudiants - Abonnement","Campagne Abonnement Juillet 2025","Archivée","2025-07-06","88499","136866","1.55","783","72","1356.79","5635.29","4.15","9.91","1.73","0.57","18.84","9.2","58.59","78.27","https://www.facebook.com/ads/library/?id=ad_985350","as_492938","ad_985350"
"Omega-3 - Image statique - Le matin parfait commence par.... - 997","Omega-3","—","Image statique","Anti-fatigue","Le matin parfait commence par...","Broad FR","Juillet 2025","Broad FR - Omega-3","Campagne Omega-3 Juillet 2025","Arrêtée","2025-07-20","250051","369497","1.48","4445","541","1112.08","76099.21","68.43","3.01","0.25","1.2","2.06","12.17","31.54","140.66","https://www.facebook.com/ads/library/?id=ad_143030","as_864402","ad_143030"
"AG1 Powder - Podcast - Je ne peux plus m'en passer... - 998","AG1 Powder","Max_Performance","Podcast","Santé digestive","Je ne peux plus m'en passer","45-54 ans Wellness","Octobre 2025","45-54 ans Wellness - AG1 Powder","Campagne AG1 Powder Octobre 2025","En pause","2025-10-14","272675","367763","1.35","13142","445","219.81","44678.36","203.26","0.6","0.02","3.57","0.49","3.39","58.57","100.40","https://www.facebook.com/ads/library/?id=ad_659426","as_690161","ad_659426"
"Vitamine D3+K2 - Témoignage - Le seul complément dont j'ai b... - 999","Vitamine D3+K2","—","Témoignage","Nutrition optimale","Le seul complément dont j'ai besoin","Broad FR","Novembre 2025","Broad FR - Vitamine D3+K2","Campagne Vitamine D3+K2 Novembre 2025","En ligne","2025-11-03","369744","413119","1.12","13149","1670","4616.12","175060.37","37.92","11.17","0.35","3.18","2.76","12.7","48.21","104.83","https://www.facebook.com/ads/library/?id=ad_911791","as_416192","ad_911791"
"Vitamine D3+K2 - Podcast - 30 jours de transformation... - 1000","Vitamine D3+K2","Jake_Strong","Podcast","Concentration mentale","30 jours de transformation","18-24 ans Étudiants","Juillet 2025","18-24 ans Étudiants - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","Archivée","2025-07-11","346515","397710","1.15","11511","841","3491.55","66506.84","19.05","8.78","0.3","2.89","4.15","7.31","34.69","79.08","https://www.facebook.com/ads/library/?id=ad_935144","as_975027","ad_935144"
"Shaker - Image statique - Ce que je prends chaque matin... - 1001","Shaker","Olivia_Green","Image statique","Immunité renforcée","Ce que je prends chaque matin","Retargeting 30j","Octobre 2025","Retargeting 30j - Shaker","Campagne Shaker Octobre 2025","En pause","2025-10-14","120782","169946","1.41","547","65","676.27","9005.53","13.32","3.98","1.24","0.32","10.4","11.88","37.08","138.55","https://www.facebook.com/ads/library/?id=ad_904792","as_848874","ad_904792"
"Omega-3 - UGC - Pourquoi j'ai changé d'avis su... - 1002","Omega-3","Ben_Recovery","UGC","Concentration mentale","Pourquoi j'ai changé d'avis sur les compléments","Broad FR","Novembre 2025","Broad FR - Omega-3","Campagne Omega-3 Novembre 2025","En ligne","2025-11-15","230360","299730","1.3","3752","334","780.97","45324.55","58.04","2.61","0.21","1.25","2.34","8.9","32.41","135.70","https://www.facebook.com/ads/library/?id=ad_360692","as_112452","ad_360692"
"Bundle Complet - Podcast - 30 jours de transformation... - 1003","Bundle Complet","Chris_Endurance","Podcast","Performance sportive","30 jours de transformation","25-34 ans Fitness","Octobre 2025","25-34 ans Fitness - Bundle Complet","Campagne Bundle Complet Octobre 2025","En ligne","2025-10-23","261359","358690","1.37","10503","861","723.77","57910.19","80.01","2.02","0.07","2.93","0.84","8.2","59.86","67.26","https://www.facebook.com/ads/library/?id=ad_897044","as_141213","ad_897044"
"Bundle Complet - Témoignage - Les 3 raisons pour lesquelles ... - 1004","Bundle Complet","Chloe_Clean","Témoignage","Bien-être général","Les 3 raisons pour lesquelles j'adore","35-44 ans Santé","Novembre 2025","35-44 ans Santé - Bundle Complet","Campagne Bundle Complet Novembre 2025","En ligne","2025-11-06","214344","261299","1.22","545","60","1017.99","7742.09","7.61","3.9","1.87","0.21","16.97","11.01","42.35","129.03","https://www.facebook.com/ads/library/?id=ad_178300","as_668756","ad_178300"
"Abonnement - Podcast - Mon secret énergie révélé... - 1005","Abonnement","Jake_Strong","Podcast","Concentration mentale","Mon secret énergie révélé","Retargeting 30j","Octobre 2025","Retargeting 30j - Abonnement","Campagne Abonnement Octobre 2025","En pause","2025-10-20","297210","459675","1.55","14628","1314","1061.13","167724.81","158.06","2.31","0.07","3.18","0.81","8.98","52.9","127.64","https://www.facebook.com/ads/library/?id=ad_259323","as_490793","ad_259323"
"Abonnement - UGC - Le seul complément dont j'ai b... - 1006","Abonnement","Lucas_Active","UGC","Santé digestive","Le seul complément dont j'ai besoin","18-24 ans Étudiants","Octobre 2025","18-24 ans Étudiants - Abonnement","Campagne Abonnement Octobre 2025","Archivée","2025-10-02","170601","243723","1.43","6292","172","2627.56","22269.38","8.48","10.78","0.42","2.58","15.28","2.73","33.19","129.47","https://www.facebook.com/ads/library/?id=ad_868632","as_381954","ad_868632"
"AG1 Powder - Motion/Vidéo - Pourquoi j'ai changé d'avis su... - 1007","AG1 Powder","Olivia_Green","Motion/Vidéo","Nutrition optimale","Pourquoi j'ai changé d'avis sur les compléments","Intérêt Nutrition","Juillet 2025","Intérêt Nutrition - AG1 Powder","Campagne AG1 Powder Juillet 2025","Arrêtée","2025-07-11","376935","461156","1.22","2904","245","993.14","34740.76","34.98","2.15","0.34","0.63","4.05","8.44","47.25","141.80","https://www.facebook.com/ads/library/?id=ad_552292","as_657296","ad_552292"
"AG1 Travel Packs - Podcast - Mon secret énergie révélé... - 1008","AG1 Travel Packs","Olivia_Green","Podcast","Concentration mentale","Mon secret énergie révélé","25-34 ans Fitness","Septembre 2025","25-34 ans Fitness - AG1 Travel Packs","Campagne AG1 Travel Packs Septembre 2025","En ligne","2025-09-21","264943","323108","1.22","8053","872","4920.23","95780.34","19.47","15.23","0.61","2.49","5.64","10.83","46.28","109.84","https://www.facebook.com/ads/library/?id=ad_191771","as_758680","ad_191771"
"AG1 Powder - Motion/Vidéo - Le seul complément dont j'ai b... - 1009","AG1 Powder","Lily_Nutrition","Motion/Vidéo","Immunité renforcée","Le seul complément dont j'ai besoin","Retargeting 30j","Octobre 2025","Retargeting 30j - AG1 Powder","Campagne AG1 Powder Octobre 2025","Arrêtée","2025-10-18","111899","131031","1.17","5366","407","3715.45","41079.43","11.06","28.36","0.69","4.1","9.13","7.58","31.62","100.93","https://www.facebook.com/ads/library/?id=ad_409873","as_354615","ad_409873"
"AG1 Powder - Motion/Vidéo - Le matin parfait commence par.... - 1010","AG1 Powder","Mia_Mindful","Motion/Vidéo","Anti-fatigue","Le matin parfait commence par...","Retargeting 30j","Août 2025","Retargeting 30j - AG1 Powder","Campagne AG1 Powder Août 2025","En pause","2025-08-24","284458","360350","1.27","14513","1531","4173.62","107944.03","25.86","11.58","0.29","4.03","2.73","10.55","43.71","70.51","https://www.facebook.com/ads/library/?id=ad_811095","as_318937","ad_811095"
"AG1 Powder - Podcast - Les 3 raisons pour lesquelles ... - 1011","AG1 Powder","Ethan_Fuel","Podcast","Concentration mentale","Les 3 raisons pour lesquelles j'adore","25-34 ans Fitness","Septembre 2025","25-34 ans Fitness - AG1 Powder","Campagne AG1 Powder Septembre 2025","Arrêtée","2025-09-25","398702","458840","1.15","14307","1664","4358.03","110815.02","25.43","9.5","0.3","3.12","2.62","11.63","40.08","66.60","https://www.facebook.com/ads/library/?id=ad_910719","as_670924","ad_910719"
"Bundle Complet - Podcast - Je ne peux plus m'en passer... - 1012","Bundle Complet","Emma_Health","Podcast","Bien-être général","Je ne peux plus m'en passer","25-34 ans Fitness","Août 2025","25-34 ans Fitness - Bundle Complet","Campagne Bundle Complet Août 2025","Archivée","2025-08-18","272728","318983","1.17","3007","206","3613.73","14508.86","4.01","11.33","1.2","0.94","17.54","6.85","20.06","70.43","https://www.facebook.com/ads/library/?id=ad_484095","as_405912","ad_484095"
"AG1 Powder - Motion/Vidéo - Le matin parfait commence par.... - 1013","AG1 Powder","Olivia_Green","Motion/Vidéo","Bien-être général","Le matin parfait commence par...","LAL Purchasers","Octobre 2025","LAL Purchasers - AG1 Powder","Campagne AG1 Powder Octobre 2025","Arrêtée","2025-10-08","210633","303266","1.44","15069","509","315.01","43800.18","139.04","1.04","0.02","4.97","0.62","3.38","34.86","86.05","https://www.facebook.com/ads/library/?id=ad_299461","as_158536","ad_299461"
"AG1 Travel Packs - Témoignage - Pourquoi j'ai changé d'avis su... - 1014","AG1 Travel Packs","Noah_Vitality","Témoignage","Énergie quotidienne","Pourquoi j'ai changé d'avis sur les compléments","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","Arrêtée","2025-11-13","220481","294579","1.34","6792","1004","2518.04","116942.75","46.44","8.55","0.37","2.31","2.51","14.78","22.84","116.48","https://www.facebook.com/ads/library/?id=ad_663339","as_390833","ad_663339"
"AG1 Travel Packs - Témoignage - Le seul complément dont j'ai b... - 1015","AG1 Travel Packs","Zoe_Energy","Témoignage","Concentration mentale","Le seul complément dont j'ai besoin","35-44 ans Santé","Juillet 2025","35-44 ans Santé - AG1 Travel Packs","Campagne AG1 Travel Packs Juillet 2025","En pause","2025-07-10","288646","448878","1.56","9863","617","4782.87","62789.91","13.13","10.66","0.48","2.2","7.75","6.26","45.07","101.77","https://www.facebook.com/ads/library/?id=ad_755770","as_449910","ad_755770"
"AG1 Travel Packs - Podcast - Pourquoi j'ai changé d'avis su... - 1016","AG1 Travel Packs","Ava_Balance","Podcast","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","Broad FR","Novembre 2025","Broad FR - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","Arrêtée","2025-11-21","265016","303346","1.14","1567","171","4876.32","10870.53","2.23","16.08","3.11","0.52","28.52","10.91","31.38","63.57","https://www.facebook.com/ads/library/?id=ad_109601","as_574611","ad_109601"
"Bundle Complet - Podcast - 30 jours de transformation... - 1017","Bundle Complet","Zoe_Energy","Podcast","Santé digestive","30 jours de transformation","Broad FR","Septembre 2025","Broad FR - Bundle Complet","Campagne Bundle Complet Septembre 2025","En pause","2025-09-10","31625","37242","1.18","1519","204","493.23","17072.34","34.61","13.24","0.32","4.08","2.42","13.43","57.53","83.69","https://www.facebook.com/ads/library/?id=ad_907998","as_486605","ad_907998"
"Omega-3 - Témoignage - 30 jours de transformation... - 1018","Omega-3","Jake_Strong","Témoignage","Énergie quotidienne","30 jours de transformation","45-54 ans Wellness","Novembre 2025","45-54 ans Wellness - Omega-3","Campagne Omega-3 Novembre 2025","En pause","2025-11-13","243409","321031","1.32","14281","697","2920.66","71528.61","24.49","9.1","0.2","4.45","4.19","4.88","26.18","102.62","https://www.facebook.com/ads/library/?id=ad_646444","as_149697","ad_646444"
"Abonnement - Témoignage - Les 3 raisons pour lesquelles ... - 1019","Abonnement","Ethan_Fuel","Témoignage","Santé digestive","Les 3 raisons pour lesquelles j'adore","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Abonnement","Campagne Abonnement Juillet 2025","Arrêtée","2025-07-25","90649","128164","1.41","3237","319","1627.11","20261.71","12.45","12.7","0.5","2.53","5.1","9.85","48.32","63.52","https://www.facebook.com/ads/library/?id=ad_374429","as_434289","ad_374429"
"Abonnement - Motion/Vidéo - Les 3 raisons pour lesquelles ... - 1020","Abonnement","Ben_Recovery","Motion/Vidéo","Nutrition optimale","Les 3 raisons pour lesquelles j'adore","25-34 ans Fitness","Septembre 2025","25-34 ans Fitness - Abonnement","Campagne Abonnement Septembre 2025","Archivée","2025-09-11","129828","193789","1.49","4858","588","652.73","72434.79","110.97","3.37","0.13","2.51","1.11","12.1","49.63","123.19","https://www.facebook.com/ads/library/?id=ad_351628","as_237636","ad_351628"
"AG1 Travel Packs - Témoignage - Les 3 raisons pour lesquelles ... - 1021","AG1 Travel Packs","Emma_Health","Témoignage","Nutrition optimale","Les 3 raisons pour lesquelles j'adore","Broad FR","Juillet 2025","Broad FR - AG1 Travel Packs","Campagne AG1 Travel Packs Juillet 2025","Arrêtée","2025-07-22","383325","454791","1.19","19147","594","4924.93","45819.58","9.3","10.83","0.26","4.21","8.29","3.1","44.52","77.14","https://www.facebook.com/ads/library/?id=ad_473495","as_969129","ad_473495"
"Abonnement - Image statique - Les 3 raisons pour lesquelles ... - 1022","Abonnement","Ava_Balance","Image statique","Immunité renforcée","Les 3 raisons pour lesquelles j'adore","Retargeting 30j","Juillet 2025","Retargeting 30j - Abonnement","Campagne Abonnement Juillet 2025","En pause","2025-07-11","292853","404721","1.38","14138","1223","4352.89","120253.53","27.63","10.76","0.31","3.49","3.56","8.65","26.89","98.33","https://www.facebook.com/ads/library/?id=ad_403590","as_180605","ad_403590"
"AG1 Powder - Image statique - Le seul complément dont j'ai b... - 1023","AG1 Powder","Ava_Balance","Image statique","Nutrition optimale","Le seul complément dont j'ai besoin","25-34 ans Fitness","Août 2025","25-34 ans Fitness - AG1 Powder","Campagne AG1 Powder Août 2025","Arrêtée","2025-08-11","67056","93182","1.39","1445","55","3349.24","5093.82","1.52","35.94","2.32","1.55","60.9","3.81","33.73","92.61","https://www.facebook.com/ads/library/?id=ad_127246","as_584854","ad_127246"
"Bundle Complet - UGC - Ce que je prends chaque matin... - 1024","Bundle Complet","Noah_Vitality","UGC","Bien-être général","Ce que je prends chaque matin","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Bundle Complet","Campagne Bundle Complet Juillet 2025","Archivée","2025-07-20","65720","81922","1.25","3503","16","4980.07","1246.36","0.25","60.79","1.42","4.28","311.25","0.46","17.91","77.90","https://www.facebook.com/ads/library/?id=ad_828983","as_621602","ad_828983"
"Bundle Complet - Témoignage - Le seul complément dont j'ai b... - 1025","Bundle Complet","Lucas_Active","Témoignage","Immunité renforcée","Le seul complément dont j'ai besoin","Broad FR","Septembre 2025","Broad FR - Bundle Complet","Campagne Bundle Complet Septembre 2025","En ligne","2025-09-01","299596","463468","1.55","18536","738","4385.06","73702.46","16.81","9.46","0.24","4","5.94","3.98","20.47","99.87","https://www.facebook.com/ads/library/?id=ad_883313","as_586743","ad_883313"
"AG1 Powder - UGC - 30 jours de transformation... - 1026","AG1 Powder","Ben_Recovery","UGC","Santé digestive","30 jours de transformation","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - AG1 Powder","Campagne AG1 Powder Novembre 2025","Arrêtée","2025-11-15","236426","266019","1.13","1106","67","204.85","4809.32","23.48","0.77","0.19","0.42","3.06","6.06","22.38","71.78","https://www.facebook.com/ads/library/?id=ad_150300","as_685369","ad_150300"
"Omega-3 - Témoignage - Le seul complément dont j'ai b... - 1027","Omega-3","Max_Performance","Témoignage","Nutrition optimale","Le seul complément dont j'ai besoin","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - Omega-3","Campagne Omega-3 Novembre 2025","En ligne","2025-11-18","54553","69888","1.28","377","53","3742.67","6882.27","1.84","53.55","9.93","0.54","70.62","14.06","39.36","129.85","https://www.facebook.com/ads/library/?id=ad_250213","as_899787","ad_250213"
"Bundle Complet - Podcast - Ce que je prends chaque matin... - 1028","Bundle Complet","Lily_Nutrition","Podcast","Santé digestive","Ce que je prends chaque matin","35-44 ans Santé","Octobre 2025","35-44 ans Santé - Bundle Complet","Campagne Bundle Complet Octobre 2025","En pause","2025-10-05","140860","188734","1.34","2468","309","2304.16","32739.12","14.21","12.21","0.93","1.31","7.46","12.52","53.56","105.95","https://www.facebook.com/ads/library/?id=ad_492575","as_801116","ad_492575"
"Vitamine D3+K2 - Motion/Vidéo - Le matin parfait commence par.... - 1029","Vitamine D3+K2","Chloe_Clean","Motion/Vidéo","Concentration mentale","Le matin parfait commence par...","35-44 ans Santé","Octobre 2025","35-44 ans Santé - Vitamine D3+K2","Campagne Vitamine D3+K2 Octobre 2025","Archivée","2025-10-13","304943","468480","1.54","9313","55","533.86","4164.01","7.8","1.14","0.06","1.99","9.71","0.59","38.06","75.71","https://www.facebook.com/ads/library/?id=ad_272997","as_491801","ad_272997"
"Omega-3 - Podcast - Le seul complément dont j'ai b... - 1030","Omega-3","—","Podcast","Anti-fatigue","Le seul complément dont j'ai besoin","45-54 ans Wellness","Novembre 2025","45-54 ans Wellness - Omega-3","Campagne Omega-3 Novembre 2025","Archivée","2025-11-11","167329","238132","1.42","4111","172","727.54","16078.66","22.1","3.06","0.18","1.73","4.23","4.18","40.48","93.48","https://www.facebook.com/ads/library/?id=ad_919048","as_315309","ad_919048"
"AG1 Powder - Motion/Vidéo - Je ne peux plus m'en passer... - 1031","AG1 Powder","Lucas_Active","Motion/Vidéo","Anti-fatigue","Je ne peux plus m'en passer","LAL Purchasers","Septembre 2025","LAL Purchasers - AG1 Powder","Campagne AG1 Powder Septembre 2025","En pause","2025-09-07","307895","355463","1.15","9442","207","3052.03","27983.30","9.17","8.59","0.32","2.66","14.74","2.19","21.84","135.19","https://www.facebook.com/ads/library/?id=ad_250467","as_349323","ad_250467"
"AG1 Travel Packs - Motion/Vidéo - Le seul complément dont j'ai b... - 1032","AG1 Travel Packs","Emma_Health","Motion/Vidéo","Anti-fatigue","Le seul complément dont j'ai besoin","Broad FR","Août 2025","Broad FR - AG1 Travel Packs","Campagne AG1 Travel Packs Août 2025","Arrêtée","2025-08-21","369515","489415","1.32","23048","1610","895.50","228526.16","255.19","1.83","0.04","4.71","0.56","6.99","52.97","141.94","https://www.facebook.com/ads/library/?id=ad_644885","as_709468","ad_644885"
"Shaker - UGC - Ce que je prends chaque matin... - 1033","Shaker","Chloe_Clean","UGC","Santé digestive","Ce que je prends chaque matin","LAL Purchasers","Octobre 2025","LAL Purchasers - Shaker","Campagne Shaker Octobre 2025","Archivée","2025-10-11","347867","435412","1.25","7269","676","1839.67","96194.86","52.29","4.23","0.25","1.67","2.72","9.3","46.82","142.30","https://www.facebook.com/ads/library/?id=ad_706260","as_996309","ad_706260"
"Bundle Complet - Podcast - Mon secret énergie révélé... - 1034","Bundle Complet","Ben_Recovery","Podcast","Santé digestive","Mon secret énergie révélé","Broad FR","Novembre 2025","Broad FR - Bundle Complet","Campagne Bundle Complet Novembre 2025","En ligne","2025-11-09","230926","317395","1.37","935","41","1216.44","6025.89","4.95","3.83","1.3","0.29","29.67","4.39","50.35","146.97","https://www.facebook.com/ads/library/?id=ad_253313","as_953652","ad_253313"
"Shaker - UGC - Mon secret énergie révélé... - 1035","Shaker","Chris_Endurance","UGC","Concentration mentale","Mon secret énergie révélé","45-54 ans Wellness","Octobre 2025","45-54 ans Wellness - Shaker","Campagne Shaker Octobre 2025","En ligne","2025-10-16","234282","368999","1.58","8230","159","1095.15","16007.67","14.62","2.97","0.13","2.23","6.89","1.93","51.63","100.68","https://www.facebook.com/ads/library/?id=ad_214441","as_704717","ad_214441"
"AG1 Travel Packs - UGC - Pourquoi j'ai changé d'avis su... - 1036","AG1 Travel Packs","Chloe_Clean","UGC","Énergie quotidienne","Pourquoi j'ai changé d'avis sur les compléments","Retargeting 30j","Août 2025","Retargeting 30j - AG1 Travel Packs","Campagne AG1 Travel Packs Août 2025","En ligne","2025-08-11","137879","186126","1.35","200","11","760.79","1268.69","1.67","4.09","3.8","0.11","69.16","5.5","30.34","115.34","https://www.facebook.com/ads/library/?id=ad_254838","as_465541","ad_254838"
"Abonnement - Podcast - Pourquoi j'ai changé d'avis su... - 1037","Abonnement","Mia_Mindful","Podcast","Énergie quotidienne","Pourquoi j'ai changé d'avis sur les compléments","LAL Purchasers","Octobre 2025","LAL Purchasers - Abonnement","Campagne Abonnement Octobre 2025","En ligne","2025-10-02","271541","372239","1.37","3528","435","681.71","60604.92","88.9","1.83","0.19","0.95","1.57","12.33","20.56","139.32","https://www.facebook.com/ads/library/?id=ad_733214","as_127660","ad_733214"
"Shaker - Image statique - 30 jours de transformation... - 1038","Shaker","Zoe_Energy","Image statique","Immunité renforcée","30 jours de transformation","Intérêt Nutrition","Octobre 2025","Intérêt Nutrition - Shaker","Campagne Shaker Octobre 2025","Arrêtée","2025-10-03","30072","46038","1.53","677","55","2328.88","4724.54","2.03","50.59","3.44","1.47","42.34","8.12","28.87","85.90","https://www.facebook.com/ads/library/?id=ad_588124","as_652254","ad_588124"
"Omega-3 - Podcast - 30 jours de transformation... - 1039","Omega-3","—","Podcast","Performance sportive","30 jours de transformation","Intérêt Nutrition","Novembre 2025","Intérêt Nutrition - Omega-3","Campagne Omega-3 Novembre 2025","Arrêtée","2025-11-24","346287","447393","1.29","13820","1692","206.09","105928.73","513.99","0.46","0.01","3.09","0.12","12.24","42.08","62.61","https://www.facebook.com/ads/library/?id=ad_806308","as_921804","ad_806308"
"Omega-3 - Podcast - Ce que je prends chaque matin... - 1040","Omega-3","Chris_Endurance","Podcast","Concentration mentale","Ce que je prends chaque matin","18-24 ans Étudiants","Juillet 2025","18-24 ans Étudiants - Omega-3","Campagne Omega-3 Juillet 2025","En ligne","2025-07-14","347930","399872","1.15","14590","493","1546.55","49730.26","32.16","3.87","0.11","3.65","3.14","3.38","32.45","100.87","https://www.facebook.com/ads/library/?id=ad_965526","as_688810","ad_965526"
"AG1 Powder - UGC - Pourquoi j'ai changé d'avis su... - 1041","AG1 Powder","Ava_Balance","UGC","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","Retargeting 30j","Octobre 2025","Retargeting 30j - AG1 Powder","Campagne AG1 Powder Octobre 2025","Arrêtée","2025-10-20","41659","59898","1.44","460","56","4795.07","6945.65","1.45","80.05","10.42","0.77","85.63","12.17","54.74","124.03","https://www.facebook.com/ads/library/?id=ad_327097","as_328605","ad_327097"
"Omega-3 - Témoignage - Les 3 raisons pour lesquelles ... - 1042","Omega-3","Chloe_Clean","Témoignage","Énergie quotidienne","Les 3 raisons pour lesquelles j'adore","LAL Purchasers","Octobre 2025","LAL Purchasers - Omega-3","Campagne Omega-3 Octobre 2025","Archivée","2025-10-02","276267","313328","1.13","12555","1026","844.93","74894.11","88.64","2.7","0.07","4.01","0.82","8.17","40.46","73.00","https://www.facebook.com/ads/library/?id=ad_897411","as_397727","ad_897411"
"AG1 Travel Packs - Image statique - Je ne peux plus m'en passer... - 1043","AG1 Travel Packs","Emma_Health","Image statique","Énergie quotidienne","Je ne peux plus m'en passer","Intérêt Nutrition","Novembre 2025","Intérêt Nutrition - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","Archivée","2025-11-02","60733","87906","1.45","590","63","1185.40","4087.86","3.45","13.48","2.01","0.67","18.82","10.68","57.72","64.89","https://www.facebook.com/ads/library/?id=ad_177951","as_324506","ad_177951"
"Shaker - Témoignage - Mon secret énergie révélé... - 1044","Shaker","Mia_Mindful","Témoignage","Performance sportive","Mon secret énergie révélé","35-44 ans Santé","Août 2025","35-44 ans Santé - Shaker","Campagne Shaker Août 2025","Archivée","2025-08-14","285319","344546","1.21","2572","335","3252.26","21376.07","6.57","9.44","1.26","0.75","9.71","13.02","21.87","63.81","https://www.facebook.com/ads/library/?id=ad_808531","as_858945","ad_808531"
"Shaker - UGC - Les 3 raisons pour lesquelles ... - 1045","Shaker","Jake_Strong","UGC","Santé digestive","Les 3 raisons pour lesquelles j'adore","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - Shaker","Campagne Shaker Novembre 2025","Arrêtée","2025-11-06","289385","463563","1.6","9400","258","3282.35","32014.18","9.75","7.08","0.35","2.03","12.72","2.74","28.06","124.09","https://www.facebook.com/ads/library/?id=ad_106038","as_696043","ad_106038"
"Shaker - Image statique - Le matin parfait commence par.... - 1046","Shaker","Mia_Mindful","Image statique","Anti-fatigue","Le matin parfait commence par...","Broad FR","Juillet 2025","Broad FR - Shaker","Campagne Shaker Juillet 2025","En ligne","2025-07-24","32620","47433","1.45","847","58","290.75","6136.89","21.11","6.13","0.34","1.79","5.01","6.85","33.66","105.81","https://www.facebook.com/ads/library/?id=ad_952678","as_401856","ad_952678"
"Abonnement - Podcast - 30 jours de transformation... - 1047","Abonnement","Ava_Balance","Podcast","Anti-fatigue","30 jours de transformation","Retargeting 30j","Août 2025","Retargeting 30j - Abonnement","Campagne Abonnement Août 2025","En ligne","2025-08-23","124006","139442","1.12","5250","591","4596.42","73502.97","15.99","32.96","0.88","3.77","7.78","11.26","16.04","124.37","https://www.facebook.com/ads/library/?id=ad_379899","as_477712","ad_379899"
"Shaker - UGC - Le seul complément dont j'ai b... - 1048","Shaker","Olivia_Green","UGC","Santé digestive","Le seul complément dont j'ai besoin","Intérêt Nutrition","Septembre 2025","Intérêt Nutrition - Shaker","Campagne Shaker Septembre 2025","En ligne","2025-09-25","189283","223470","1.18","6291","878","3927.06","128264.99","32.66","17.57","0.62","2.82","4.47","13.96","51.72","146.09","https://www.facebook.com/ads/library/?id=ad_843995","as_172553","ad_843995"
